def(__MINT__),
def(WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(UNIX),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(MAIN),
def(NBDEBUG),
def(WSDEBUG),
def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
def(_WIN32),
!def(UNIX),
!def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(FEAT_PROFILE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
def(FEAT_TOOLBAR),
