def(FEAT_TERMRESPONSE),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
True,
def(LESSTIF_VERSION),
def(DEBUG),
def(PROTO),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(NBDEBUG),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
