def(WSDEBUG_TRACE),
def(__MINT__),
def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(_WIN32),
def(WSDEBUG),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WIN32),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(FEAT_GUI),
def(NBDEBUG),
def(FEAT_TOOLBAR),
!def(FEAT_PROFILE),
!def(FEAT_GUI_GTK),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(MAIN),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_JOB_CHANNEL),
def(FEAT_PROFILE),
