def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(DEBUG),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(UNIX),
def(FEAT_BEVAL_GUI),
def(WSDEBUG_TRACE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
True,
!def(UNIX),
def(FEAT_PROFILE),
def(WIN32),
def(FEAT_JOB_CHANNEL),
!def(INET_SOCKETS),
!def(FEAT_PROFILE),
def(MAIN),
def(__MINT__),
