def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(DEBUG),
!def(FEAT_GUI_W32),
def(MAIN),
def(NBDEBUG),
def(LESSTIF_VERSION),
def(_WIN32),
def(PROTO),
def(__MINT__),
!def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(WSDEBUG),
def(WIN32),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
True,
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(INET_SOCKETS),
