def(FEAT_GUI),
def(LESSTIF_VERSION),
!def(NO_CONSOLE),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
def(PROTO),
def(JUMPLIST_ROTATE),
def(MAIN),
def(WSDEBUG),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_TERMRESPONSE),
def(DEBUG),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(WIN32),
