(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(__MINT__),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(FEAT_FKMAP),
def(FEAT_TERMRESPONSE),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
True,
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(FEAT_BEVAL_GUI),
def(INET_SOCKETS),
def(_WIN32),
def(NBDEBUG),
def(WSDEBUG),
def(FEAT_PROFILE),
def(FEAT_MBYTE),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(WIN32),
def(FEAT_GUI_W32),
def(PROTO),
