def(PROTO),
def(NBDEBUG),
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_RIGHTLEFT),
def(INET_SOCKETS),
def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(FEAT_FKMAP),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(MCH_WRITE_DUMP),
True,
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
!def(PROTO),
def(DEBUG),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
