def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_JOB_CHANNEL),
def(_WIN32),
True,
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_BEVAL_GUI),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
!def(FEAT_BEVAL_GUI),
def(FEAT_GUI_W32),
def(MAIN),
!def(FEAT_PROFILE),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(__MINT__),
(def(FEAT_VARTABS)&def(FEAT_BEVAL_GUI)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
def(ABORT_ON_INTERNAL_ERROR),
def(FEAT_TERMRESPONSE),
def(PROTO),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
(def(FEAT_BEVAL_GUI)&!def(FEAT_VARTABS)&(!def(FEAT_VARTABS)|!def(FEAT_BEVAL_GUI))),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
