def(FEAT_SUN_WORKSHOP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
True,
def(WSDEBUG_SENSE),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(MAIN),
def(WIN32),
def(_WIN32),
