def(FEAT_RIGHTLEFT),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
True,
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_GUI_W32),
def(PROTO),
def(WSDEBUG_SENSE),
def(FEAT_FKMAP),
def(FEAT_MBYTE),
!def(PROTO),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
