def(FEAT_JOB_CHANNEL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
def(FEAT_GUI),
def(NBDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(PROTO),
True,
def(MAIN),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(__MINT__),
!def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
!def(FEAT_PROFILE),
def(FEAT_PROFILE),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
