def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_MBYTE),
def(FEAT_EMACS_TAGS),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
def(PROTO),
!def(FEAT_EMACS_TAGS),
True,
!def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
!def(PROTO),
!def(FEAT_GUI_W32),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
