def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
!def(FEAT_PROFILE),
True,
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(MAIN),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(_WIN32),
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(__MINT__),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_TRACE),
def(WIN32),
