def(NBDEBUG),
def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(WSDEBUG_TRACE),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
!def(PROTO),
!def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(PROTO),
!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
def(DEBUG),
True,
def(FEAT_FKMAP),
def(WSDEBUG),
