def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
!def(FEAT_PROFILE),
def(FEAT_TOOLBAR),
def(DEBUG),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(MAIN),
def(FEAT_MBYTE),
def(FEAT_CLIPBOARD),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_FLOAT),
def(UNIX),
def(WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL_GUI),
def(__MINT__),
def(_WIN32),
def(WSDEBUG),
def(FEAT_FKMAP),
!def(UNIX),
!def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(NBDEBUG),
True,
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
