def(FEAT_JOB_CHANNEL),
def(FEAT_BEVAL),
def(LESSTIF_VERSION),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(__MINT__),
!def(FEAT_GUI_GTK),
!def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
!def(INET_SOCKETS),
def(WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(INET_SOCKETS),
def(WSDEBUG),
def(MAIN),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(FEAT_PROFILE),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(DEBUG),
def(_WIN32),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
