def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(FEAT_PROFILE),
def(PROTO),
!def(INET_SOCKETS),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(_WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_PROFILE),
def(FEAT_SUN_WORKSHOP),
True,
def(WIN32),
def(JUMPLIST_ROTATE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TOOLBAR),
def(FEAT_JOB_CHANNEL),
!def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_BEVAL),
def(__MINT__),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
