def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
True,
!def(PROTO),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(NBDEBUG),
