!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(__BORLANDC__),
def(DEBUG),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(WSDEBUG),
!def(NO_CONSOLE),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(FEAT_GUI_W32),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
