def(WSDEBUG_TRACE),
!def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
!def(FEAT_GUI_GTK),
def(DEBUG),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(NO_CONSOLE),
def(MAIN),
def(FEAT_TERMRESPONSE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
True,
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
