def(__BORLANDC__),
def(WSDEBUG),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(FEAT_FKMAP),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(DEBUG),
!def(NO_CONSOLE),
def(MCH_WRITE_DUMP),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(PROTO),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
def(NBDEBUG),
True,
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(FEAT_GUI),
