def(FEAT_MBYTE),
def(JUMPLIST_ROTATE),
!def(FEAT_BEVAL),
def(INET_SOCKETS),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(WSDEBUG),
def(FEAT_TERMRESPONSE),
True,
!def(INET_SOCKETS),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(DEBUG),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(PROTO),
def(WSDEBUG_TRACE),
def(NBDEBUG),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI_W32),
