def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(FEAT_TERMRESPONSE),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(PROTO),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
def(FEAT_CLIPBOARD),
def(FEAT_FKMAP),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
!def(INET_SOCKETS),
def(FEAT_BEVAL),
!def(PROTO),
def(LESSTIF_VERSION),
