def(FEAT_MBYTE),
def(NBDEBUG),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
def(__MINT__),
def(DEBUG),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(MAIN),
def(FEAT_TOOLBAR),
!def(FEAT_PROFILE),
def(FEAT_BEVAL_GUI),
def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
def(WSDEBUG_TRACE),
def(FEAT_JOB_CHANNEL),
!def(INET_SOCKETS),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(LESSTIF_VERSION),
def(_WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
!def(FEAT_GUI_GTK),
def(WIN32),
def(FEAT_PROFILE),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WSDEBUG_SENSE),
