def(FEAT_BEVAL),
!def(FEAT_PROFILE),
True,
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(MAIN),
def(INET_SOCKETS),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
def(FEAT_PROFILE),
def(FEAT_JOB_CHANNEL),
def(DEBUG),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_TOOLBAR),
def(_WIN32),
def(JUMPLIST_ROTATE),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(NBDEBUG),
def(WSDEBUG_SENSE),
def(__MINT__),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
