!def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(PROTO),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_W32),
!def(PROTO),
def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(MAIN),
def(LESSTIF_VERSION),
def(__BORLANDC__),
def(FEAT_GUI),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
True,
def(FEAT_TOOLBAR),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(DEBUG),
