def(MCH_WRITE_DUMP),
def(WSDEBUG),
True,
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_GTK),
def(PROTO),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(PROTO),
