!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(_WIN32),
def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(MAIN),
def(JUMPLIST_ROTATE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
True,
!def(INET_SOCKETS),
def(FEAT_JOB_CHANNEL),
!def(FEAT_PROFILE),
def(INET_SOCKETS),
def(FEAT_BEVAL_GUI),
def(WIN32),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(WSDEBUG_TRACE),
