def(FEAT_GUI_W32),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(__BORLANDC__),
def(FEAT_MBYTE),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
!def(PROTO),
!def(FEAT_RIGHTLEFT),
def(FEAT_TERMRESPONSE),
True,
def(DEBUG),
def(WSDEBUG),
def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
def(NBDEBUG),
def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
!def(NO_CONSOLE),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(PROTO),
!def(FEAT_BEVAL),
def(FEAT_SUN_WORKSHOP),
