def(FEAT_BEVAL),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
True,
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(DEBUG),
!def(NO_CONSOLE),
def(PROTO),
!def(INET_SOCKETS),
!def(PROTO),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
