def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_GTK),
def(__BORLANDC__),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
!def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(WSDEBUG),
def(PROTO),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG_TRACE),
True,
def(DEBUG),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_SENSE),
!def(PROTO),
def(FEAT_GUI),
