def(FEAT_BEVAL),
def(NBDEBUG),
def(PROTO),
def(DEBUG),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(__BORLANDC__),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
True,
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(FEAT_GUI),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(JUMPLIST_ROTATE),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(FEAT_RIGHTLEFT),
def(FEAT_FKMAP),
def(MCH_WRITE_DUMP),
