def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(FEAT_GUI),
def(DEBUG),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
!def(FEAT_BEVAL),
def(FEAT_TOOLBAR),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
True,
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
!def(INET_SOCKETS),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
!def(PROTO),
def(NBDEBUG),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
