!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
!def(NO_CONSOLE),
!def(PROTO),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
def(PROTO),
def(DEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(__BORLANDC__),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
True,
def(WSDEBUG_TRACE),
