!def(NO_CONSOLE),
def(FEAT_FKMAP),
def(DEBUG),
def(FEAT_RIGHTLEFT),
def(WSDEBUG),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(FEAT_MBYTE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(WSDEBUG_SENSE),
!def(FEAT_GUI_GTK),
!def(FEAT_EMACS_TAGS),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(_WIN32),
def(INET_SOCKETS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WIN32),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_CLIPBOARD),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_BEVAL),
def(FEAT_EMACS_TAGS),
def(MAIN),
