def(FEAT_FKMAP),
def(FEAT_TOOLBAR),
!def(FEAT_MBYTE),
def(__BORLANDC__),
def(DEBUG),
def(FEAT_GUI_W32),
def(FEAT_MBYTE),
!def(RISCOS),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(FEAT_BEVAL),
def(RISCOS),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(WSDEBUG_TRACE),
!def(PROTO),
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_RIGHTLEFT),
def(MCH_WRITE_DUMP),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
