def(FEAT_GUI_W32),
def(PROTO),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
def(RISCOS),
def(FEAT_TOOLBAR),
def(WSDEBUG_TRACE),
def(FEAT_GUI_GTK),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(JUMPLIST_ROTATE),
!def(FEAT_MBYTE),
def(__BORLANDC__),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_RIGHTLEFT),
!def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
!def(PROTO),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(FEAT_BEVAL),
!def(RISCOS),
def(WSDEBUG_SENSE),
!def(NO_CONSOLE),
def(WSDEBUG),
def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
