def(PROTO),
def(LESSTIF_VERSION),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(DEBUG),
!def(PROTO),
def(FEAT_BEVAL),
def(FEAT_CLIPBOARD),
def(FEAT_TOOLBAR),
True,
def(FEAT_MBYTE),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(NBDEBUG),
def(__BORLANDC__),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
