def(NBDEBUG),
def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
def(PROTO),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(WSDEBUG_TRACE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TOOLBAR),
def(FEAT_JOB_CHANNEL),
def(_WIN32),
def(MAIN),
def(FEAT_BEVAL_GUI),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
True,
def(__MINT__),
def(WIN32),
def(UNIX),
!def(FEAT_GUI_GTK),
!def(UNIX),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_W32),
!def(INET_SOCKETS),
!def(FEAT_GUI_W32),
def(DEBUG),
def(FEAT_PROFILE),
