!def(NO_CONSOLE),
def(FEAT_TOOLBAR),
def(MAIN),
!def(FEAT_GUI_GTK),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
def(INET_SOCKETS),
def(FEAT_EMACS_TAGS),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(FEAT_CLIPBOARD),
def(NBDEBUG),
def(_WIN32),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_EMACS_TAGS),
!def(INET_SOCKETS),
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_GUI_W32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(DEBUG),
def(FEAT_BEVAL),
def(FEAT_MBYTE),
def(FEAT_RIGHTLEFT),
def(LESSTIF_VERSION),
def(WIN32),
def(WSDEBUG_TRACE),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_FKMAP),
def(WSDEBUG_SENSE),
