def(FEAT_FKMAP),
def(_WIN32),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(MAIN),
def(FEAT_BEVAL),
def(DEBUG),
def(NBDEBUG),
def(INET_SOCKETS),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(WSDEBUG_TRACE),
def(FEAT_CLIPBOARD),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(FEAT_RIGHTLEFT),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(PROTO),
def(WIN32),
def(FEAT_SUN_WORKSHOP),
True,
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
