!def(NO_CONSOLE),
def(FEAT_GUI_GTK),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
True,
def(__BORLANDC__),
def(PROTO),
!def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
def(NBDEBUG),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(DEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_W32),
