def(MAIN),
def(DEBUG),
!def(FEAT_GUI_W32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(def(USE_NB_ERRORHANDLER)&def(NBDEBUG)),
def(WIN32),
True,
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(_WIN32),
def(LESSTIF_VERSION),
!def(INET_SOCKETS),
(def(USE_WS_ERRORHANDLER)&def(WSDEBUG)),
def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI_GTK),
!def(FEAT_GUI_GTK),
def(__MINT__),
