def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
!def(FEAT_GUI_GTK),
def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(__BORLANDC__),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(NBDEBUG),
def(MCH_WRITE_DUMP),
!def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
!def(PROTO),
!def(FEAT_GUI_W32),
True,
def(FEAT_TOOLBAR),
def(WSDEBUG),
def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
