!def(INET_SOCKETS),
def(FEAT_FKMAP),
def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
!def(PROTO),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
def(FEAT_TOOLBAR),
def(FEAT_RIGHTLEFT),
def(PROTO),
def(FEAT_SUN_WORKSHOP),
!def(NO_CONSOLE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_GUI),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
!def(FEAT_BEVAL),
def(DEBUG),
def(__BORLANDC__),
True,
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(NBDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
