def(FEAT_JOB_CHANNEL),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI),
def(FEAT_SUN_WORKSHOP),
True,
def(WIN32),
def(INET_SOCKETS),
def(NBDEBUG),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(_WIN32),
!def(INET_SOCKETS),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_PROFILE),
def(PROTO),
def(__MINT__),
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(LESSTIF_VERSION),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
!def(FEAT_GUI_GTK),
def(MAIN),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(JUMPLIST_ROTATE),
!def(FEAT_PROFILE),
def(WSDEBUG_SENSE),
def(WSDEBUG),
!def(FEAT_GUI_W32),
