(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
!def(FEAT_GUI_GTK),
def(FEAT_PROFILE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TOOLBAR),
def(PROTO),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(_WIN32),
def(WSDEBUG_TRACE),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(LESSTIF_VERSION),
def(MAIN),
def(__MINT__),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
!def(FEAT_PROFILE),
True,
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(FEAT_GUI),
def(FEAT_BEVAL),
!def(INET_SOCKETS),
