def(FEAT_GUI),
!def(NO_CONSOLE),
def(WSDEBUG),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
!def(PROTO),
def(MCH_WRITE_DUMP),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(FEAT_GUI_GTK),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(FEAT_GUI_W32),
True,
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(FEAT_BEVAL),
!def(EBCDIC),
def(WSDEBUG_SENSE),
def(DEBUG),
def(FEAT_GUI_W32),
!def(RISCOS),
def(LESSTIF_VERSION),
def(RISCOS),
def(PROTO),
def(FEAT_TOOLBAR),
def(FEAT_SUN_WORKSHOP),
def(FEAT_FKMAP),
def(FEAT_MBYTE),
def(FEAT_TERMRESPONSE),
!def(FEAT_MBYTE),
def(EBCDIC),
