def(FEAT_TERMRESPONSE),
def(__MINT__),
def(INET_SOCKETS),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(WSDEBUG_SENSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_BEVAL),
def(JUMPLIST_ROTATE),
!def(FEAT_PROFILE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(FEAT_PROFILE),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(WIN32),
!def(INET_SOCKETS),
def(MAIN),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI_W32),
!def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
True,
def(DEBUG),
def(_WIN32),
def(WSDEBUG_TRACE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_GUI),
def(WSDEBUG),
def(FEAT_SUN_WORKSHOP),
