!def(FEAT_GUI_GTK),
def(WSDEBUG_SENSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_GUI),
def(NBDEBUG),
def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
True,
def(JUMPLIST_ROTATE),
!def(INET_SOCKETS),
def(PROTO),
def(MCH_WRITE_DUMP),
def(LESSTIF_VERSION),
!def(PROTO),
def(DEBUG),
def(FEAT_BEVAL),
def(INET_SOCKETS),
def(WSDEBUG),
!def(FEAT_GUI_W32),
def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
