def(FEAT_MBYTE),
def(MCH_WRITE_DUMP),
!def(INET_SOCKETS),
!def(NO_CONSOLE),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI_GTK),
def(DEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_FKMAP),
!def(FEAT_GUI_GTK),
!def(FEAT_BEVAL),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
!def(FEAT_GUI_W32),
!def(PROTO),
def(NBDEBUG),
def(WSDEBUG),
True,
def(FEAT_TOOLBAR),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_RIGHTLEFT),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
def(FEAT_BEVAL),
def(FEAT_GUI),
def(PROTO),
