def(FEAT_SUN_WORKSHOP),
def(LESSTIF_VERSION),
def(FEAT_MBYTE),
!def(FEAT_GUI_GTK),
def(MCH_WRITE_DUMP),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
!def(PROTO),
def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_BEVAL),
def(DEBUG),
def(FEAT_GUI),
!def(NO_CONSOLE),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
True,
def(FEAT_TOOLBAR),
!def(INET_SOCKETS),
def(FEAT_FKMAP),
!def(FEAT_BEVAL),
def(WSDEBUG),
def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(FEAT_RIGHTLEFT),
def(WSDEBUG_TRACE),
def(__BORLANDC__),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
