def(__BORLANDC__),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_TERMRESPONSE),
def(INET_SOCKETS),
def(FEAT_GUI_GTK),
True,
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(PROTO),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
!def(NO_CONSOLE),
!def(PROTO),
def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(DEBUG),
def(JUMPLIST_ROTATE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
