def(__MINT__),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(_WIN32),
def(FEAT_PROFILE),
def(FEAT_TERMRESPONSE),
def(WSDEBUG_TRACE),
def(MAIN),
!def(FEAT_GUI_W32),
def(NBDEBUG),
def(FEAT_BEVAL),
def(WSDEBUG_SENSE),
def(FEAT_GUI_W32),
def(DEBUG),
def(INET_SOCKETS),
def(FEAT_GUI),
def(FEAT_TOOLBAR),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(WSDEBUG),
def(LESSTIF_VERSION),
def(FEAT_SUN_WORKSHOP),
!def(INET_SOCKETS),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
True,
def(PROTO),
def(FEAT_JOB_CHANNEL),
!def(FEAT_PROFILE),
def(JUMPLIST_ROTATE),
def(WIN32),
!def(FEAT_GUI_GTK),
