def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(FEAT_TERMRESPONSE),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(__MINT__),
def(FEAT_GUI),
def(WIN32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
def(LESSTIF_VERSION),
!def(FEAT_GUI_W32),
def(NBDEBUG),
!def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
def(WSDEBUG_SENSE),
def(FEAT_TOOLBAR),
def(FEAT_GUI_W32),
def(INET_SOCKETS),
def(FEAT_BEVAL),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(_WIN32),
True,
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_JOB_CHANNEL),
def(WSDEBUG),
def(JUMPLIST_ROTATE),
