def(WSDEBUG_SENSE),
def(MCH_WRITE_DUMP),
def(PROTO),
def(FEAT_TERMRESPONSE),
def(FEAT_RIGHTLEFT),
def(NBDEBUG),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_BEVAL),
!def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG),
def(FEAT_GUI),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
def(INET_SOCKETS),
!def(PROTO),
def(JUMPLIST_ROTATE),
def(LESSTIF_VERSION),
def(FEAT_TOOLBAR),
def(__BORLANDC__),
def(FEAT_FKMAP),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
True,
!def(FEAT_EMACS_TAGS),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(FEAT_MBYTE),
def(FEAT_EMACS_TAGS),
