(!def(FEAT_BEVAL)&def(WSDEBUG_TRACE)),
def(LESSTIF_VERSION),
(def(NBDEBUG)&def(FEAT_GUI_W32)),
!def(EBCDIC),
def(JUMPLIST_ROTATE),
def(NBDEBUG),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)&def(FEAT_GUI_W32)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))),
def(WIN64),
!def(FEAT_GUI_MOTIF),
True,
def(FEAT_GUI),
def(FEAT_FKMAP),
def(FEAT_GUI_W32),
def(FEAT_GUI_MOTIF),
!def(NO_CONSOLE),
!def(WIN64),
!def(FEAT_RIGHTLEFT),
(!def(FEAT_GUI_MOTIF)&(def(FEAT_GUI_GTK)|def(FEAT_GUI_W32))&def(FEAT_GUI_W32)),
!def(FEAT_GUI_W32),
(!def(FEAT_BEVAL)&def(WSDEBUG_SENSE)),
!def(RISCOS),
def(FEAT_BEVAL),
(!def(FEAT_BEVAL)&def(FEAT_NETBEANS_INTG)),
def(EBCDIC),
def(FEAT_TERMRESPONSE),
def(FEAT_MBYTE),
def(FEAT_GUI_GTK),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_W32)),
def(DEBUG),
!def(FEAT_BEVAL),
(!def(FEAT_GUI_MOTIF)&def(FEAT_GUI_GTK)),
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
