def(__MINT__),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(DEBUG),
def(INET_SOCKETS),
def(MAIN),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_GTK),
def(FEAT_PROFILE),
True,
def(WSDEBUG_TRACE),
def(FEAT_BEVAL),
def(FEAT_JOB_CHANNEL),
def(FEAT_GUI),
def(PROTO),
!def(INET_SOCKETS),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(JUMPLIST_ROTATE),
def(WIN32),
!def(FEAT_GUI_W32),
def(FEAT_TERMRESPONSE),
def(_WIN32),
!def(FEAT_PROFILE),
def(FEAT_GUI_W32),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
