def(WSDEBUG_TRACE),
!def(INET_SOCKETS),
def(WSDEBUG_SENSE),
def(WSDEBUG),
def(NBDEBUG),
def(JUMPLIST_ROTATE),
def(FEAT_TERMRESPONSE),
def(FEAT_FKMAP),
def(FEAT_MBYTE),
def(INET_SOCKETS),
def(_WIN32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
!def(FEAT_GUI_W32),
def(FEAT_GUI_W32),
def(WIN32),
def(DEBUG),
def(PROTO),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
!def(NO_CONSOLE),
def(FEAT_BEVAL),
!def(FEAT_GUI_GTK),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
True,
def(FEAT_RIGHTLEFT),
def(FEAT_TOOLBAR),
def(LESSTIF_VERSION),
def(MAIN),
