!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(PROTO),
def(FEAT_JOB_CHANNEL),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
!def(FEAT_PROFILE),
def(WSDEBUG),
def(FEAT_GUI_W32),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(NBDEBUG),
def(FEAT_BEVAL),
def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(INET_SOCKETS),
!def(FEAT_GUI_GTK),
def(__MINT__),
def(MAIN),
def(FEAT_SUN_WORKSHOP),
True,
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(FEAT_TERMRESPONSE),
!def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(_WIN32),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(WIN32),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(DEBUG),
def(FEAT_GUI),
