def(INET_SOCKETS),
def(WSDEBUG_TRACE),
def(WIN32),
def(_WIN32),
!def(FEAT_GUI_GTK),
def(FEAT_TOOLBAR),
def(WSDEBUG_SENSE),
def(__MINT__),
def(WSDEBUG),
!def(UNIX),
def(FEAT_JOB_CHANNEL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
!def(FEAT_GUI_W32),
def(JUMPLIST_ROTATE),
(def(HPUX_DIGRAPHS)&!def(__MINT__)),
def(UNIX),
!def(FEAT_PROFILE),
def(LESSTIF_VERSION),
def(FEAT_PROFILE),
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(FEAT_BEVAL_GUI),
True,
def(PROTO),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&def(EBCDIC)),
def(NBDEBUG),
def(FEAT_TERMRESPONSE),
def(MAIN),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(DEBUG),
(!def(__MINT__)&!def(HPUX_DIGRAPHS)&(def(__MINT__)|def(HPUX_DIGRAPHS)|!def(EBCDIC))),
