!def(FEAT_GUI_GTK),
def(FEAT_TERMRESPONSE),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(FEAT_GUI),
def(MCH_WRITE_DUMP),
def(FEAT_BEVAL),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(LESSTIF_VERSION),
def(NBDEBUG),
def(PROTO),
True,
def(WSDEBUG_SENSE),
def(__BORLANDC__),
!def(PROTO),
def(FEAT_GUI_W32),
def(DEBUG),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(WSDEBUG),
!def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_TRACE),
def(FEAT_TOOLBAR),
