def(PROTO),
def(WSDEBUG),
True,
def(WSDEBUG_TRACE),
!def(PROTO),
def(FEAT_GUI_GTK),
def(INET_SOCKETS),
def(MCH_WRITE_DUMP),
def(DEBUG),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_TOOLBAR),
!def(FEAT_GUI_GTK),
!def(NO_CONSOLE),
def(JUMPLIST_ROTATE),
def(FEAT_BEVAL),
!def(FEAT_GUI_W32),
def(LESSTIF_VERSION),
def(FEAT_GUI),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(FEAT_GUI_W32),
def(FEAT_SUN_WORKSHOP),
def(WSDEBUG_SENSE),
def(NBDEBUG),
!def(INET_SOCKETS),
